Region,Year,Crime,Pollution,Price
Co-op City,2018,9.439743503,50,8.218740787
Co-op City,2019,9.275170914,44,10.32315096
Co-op City,2020,10.72684772,37,11.04176322
Co-op City,2021,12.17852453,37,12.08177245
Co-op City,2022,13.63020134,28,13.12178169
Co-op City,2023,15.08187814,27,14.16179092
College Point,2010,5.961954928,64,4.945486681
College Point,2011,7.111446084,73,5.214369895
College Point,2012,9.584409731,53,6.163441701
College Point,2013,7.960868639,63,7.504174438
College Point,2014,10.96134507,48,10.1917788
College Point,2015,11.57072817,48,12.65469992
College Point,2016,6.89204153,59,14.63142127
College Point,2017,10.88526591,40,14.73823789
College Point,2018,11.90276842,41,14.75297122
College Point,2019,12.52560292,29,14.91340078
College Point,2020,13.32249353,25,15.9713783
College Point,2021,14.11938414,55,16.80119273
College Point,2022,14.91627474,45,17.63100717
College Point,2023,15.71316535,29,18.4608216
Corona,2010,7.346526617,55,5.36293095
Corona,2011,8.093867885,68,4.866908943
Corona,2012,6.901228965,68,5.906836254
Corona,2013,8.260834063,53,7.364207834
Corona,2014,8.39264086,45,10.00392889
Corona,2015,7.405071075,63,12.42019448
Corona,2016,6.40033043,57,14.10470484
Corona,2017,5.687167352,43,14.42392692
Corona,2018,5.232221311,45,14.08014929
Corona,2019,4.862908889,37,14.20947516
Corona,2020,4.451685891,47,15.07310144
Corona,2021,4.040462893,45,15.73648205
Corona,2022,3.629239895,16,16.39986265
Corona,2023,3.218016897,15,17.06324325
Crotona Park East,2010,4.977274914,61,4.233510716
Crotona Park East,2011,5.427151462,69,3.617937634
Crotona Park East,2012,4.913824496,60,2.863395423
Crotona Park East,2013,4.891093547,69,3.385452647
Crotona Park East,2014,4.166810292,54,4.092218289
Crotona Park East,2015,3.223721213,48,5.341808605
Crotona Park East,2016,3.564685446,48,6.848035454
Crotona Park East,2017,3.533450833,32,7.99041577
Crotona Park East,2018,3.529689596,51,8.715570033
Crotona Park East,2019,3.485772069,55,9.489052407
Crotona Park East,2020,3.451451769,40,10.09423358
Crotona Park East,2021,3.417131468,34,10.74710618
Crotona Park East,2022,3.382811167,30,11.39997878
Crotona Park East,2023,3.348490866,36,12.05285137
Crown Heights North,2010,55.93319387,63,7.071996857
Crown Heights North,2011,54.50343354,62,7.65641881
Crown Heights North,2012,45.98357955,58,9.554562421
Crown Heights North,2013,42.91228495,49,12.54051664
Crown Heights North,2014,38.67451655,54,15.99179844
Crown Heights North,2015,28.94861402,54,17.83591985
Crown Heights North,2016,28.9056051,54,19.32030252
Crown Heights North,2017,27.94567223,42,18.13795305
Crown Heights North,2018,27.33635197,46,17.39146448
Crown Heights North,2019,24.44576743,45,17.28710342
Crown Heights North,2020,22.0937805,44,18.17204539
Crown Heights North,2021,19.74179357,42,18.76817922
Crown Heights North,2022,17.38980664,41,19.36431305
Crown Heights North,2023,15.03781971,40,19.96044689
Crown Heights South,2010,8.214881569,64,9.057817376
Crown Heights South,2011,7.962715216,63,8.281356439
Crown Heights South,2012,7.586755134,59,9.649182291
Crown Heights South,2013,6.321998599,50,12.13118458
Crown Heights South,2014,6.236961956,54,13.77667137
Crown Heights South,2015,6.414721247,55,15.41150892
Crown Heights South,2016,6.343584824,55,17.29268087
Crown Heights South,2017,5.679481348,43,16.74711749
Crown Heights South,2018,4.751600746,47,15.71793392
Crown Heights South,2019,4.600562902,46,15.74688383
Crown Heights South,2020,4.279099592,45,16.24397629
Crown Heights South,2021,3.957636283,43,16.57118398
Crown Heights South,2022,3.636172973,42,16.89839166
Crown Heights South,2023,3.314709663,41,17.22559934
Cypress Hills-City Line,2010,9.97579421,53,9.422272896
Cypress Hills-City Line,2011,9.674241191,80,8.633330916
Cypress Hills-City Line,2012,6.987083268,53,10.11969644
Cypress Hills-City Line,2013,8.132134374,59,12.65427115
Cypress Hills-City Line,2014,6.701229321,62,14.11600876
Cypress Hills-City Line,2015,5.287168065,55,15.74461384
Cypress Hills-City Line,2016,4.258551747,55,17.60761017
Cypress Hills-City Line,2017,3.813908223,45,17.06202271
Cypress Hills-City Line,2018,3.661986989,52,15.98564238
Cypress Hills-City Line,2019,3.092033879,52,15.96785843
Cypress Hills-City Line,2020,2.598753297,41,16.44716582
Cypress Hills-City Line,2021,2.105472714,33,16.74987019
Cypress Hills-City Line,2022,1.612192132,36,17.05257455
Cypress Hills-City Line,2023,1.11891155,14,17.35527892
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2010,7.851840516,67,6.271486092
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2011,8.334914062,49,6.384441602
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2012,8.970072373,54,6.547735969
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2013,7.293051651,53,6.905019144
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2014,6.741621727,54,6.798202525
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2015,7.25053333,54,8.021068648
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2016,6.793951969,48,9.046262647
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2017,6.909405565,45,9.480895787
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2018,8.682256043,42,10.33911207
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2019,8.389700454,40,10.74223226
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2020,8.508972009,35,11.28090982
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2021,8.628243565,45,11.80994633
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2022,8.747515121,43,12.33898284
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2023,8.866786676,37,12.86801935
Douglas Manor-Douglaston-Little Neck,2010,2.097803352,51,5.677241917
Douglas Manor-Douglaston-Little Neck,2011,1.963707107,63,5.743541887
Douglas Manor-Douglaston-Little Neck,2012,1.923314701,54,6.806796975
Douglas Manor-Douglaston-Little Neck,2013,1.82454137,45,8.323101847
Douglas Manor-Douglaston-Little Neck,2014,1.62078049,48,10.95668401
Douglas Manor-Douglaston-Little Neck,2015,1.61914517,55,12.62277772
Douglas Manor-Douglaston-Little Neck,2016,1.6688589,49,14.61791572
Douglas Manor-Douglaston-Little Neck,2017,1.726585698,35,14.93959336
Douglas Manor-Douglaston-Little Neck,2018,1.585948173,47,15.03167665
Douglas Manor-Douglaston-Little Neck,2019,1.555569346,36,14.76770454
Douglas Manor-Douglaston-Little Neck,2020,1.509443737,40,15.77823828
Douglas Manor-Douglaston-Little Neck,2021,1.463318127,32,16.49793896
Douglas Manor-Douglaston-Little Neck,2022,1.417192518,21,17.21763964
Douglas Manor-Douglaston-Little Neck,2023,1.371066908,19,17.93734032
Dyker Heights,2010,5.63238413,61,8.727040561
Dyker Heights,2011,5.167953233,59,6.237108334
Dyker Heights,2012,4.840889221,75,6.94676358
Dyker Heights,2013,5.078664758,60,7.804979865
Dyker Heights,2014,5.092237914,62,10.27403987
Dyker Heights,2015,4.860185998,63,13.0610942
Dyker Heights,2016,5.280136189,60,15.04272665
Dyker Heights,2017,5.346857247,50,14.87083783
Dyker Heights,2018,5.452662455,54,14.08751595
Dyker Heights,2019,5.551487753,39,14.15381592
Dyker Heights,2020,5.652932767,34,14.51872791
Dyker Heights,2021,5.754377781,31,14.77229551
Dyker Heights,2022,5.855822795,32,15.0258631
Dyker Heights,2023,5.957267809,22,15.27943069
East Concourse-Concourse Village,2010,20.67454864,65,2.411354474
East Concourse-Concourse Village,2011,20.5476478,65,2.564826633
East Concourse-Concourse Village,2012,16.82271577,62,1.709065907
East Concourse-Concourse Village,2013,14.98281717,52,2.111776834
East Concourse-Concourse Village,2014,14.16940897,49,2.5771044
East Concourse-Concourse Village,2015,14.60816535,50,3.620715058
East Concourse-Concourse Village,2016,13.91037428,58,4.895147825
East Concourse-Concourse Village,2017,11.30514589,45,6.280080542
East Concourse-Concourse Village,2018,12.50170958,40,6.229741671
East Concourse-Concourse Village,2019,11.73373585,40,8.535507313
East Concourse-Concourse Village,2020,11.25409833,46,9.038853883
East Concourse-Concourse Village,2021,10.77446082,33,9.871227573
East Concourse-Concourse Village,2022,10.2948233,32,10.70360126
East Concourse-Concourse Village,2023,9.815185788,25,11.53597495
East Elmhurst,2010,7.863941884,72,5.220508786
East Elmhurst,2011,6.61308557,61,4.875503379
East Elmhurst,2012,7.152904722,73,5.976819556
East Elmhurst,2013,8.946523764,64,7.354385611
East Elmhurst,2014,7.987735613,44,9.886062273
East Elmhurst,2015,5.282752701,58,12.46807779
East Elmhurst,2016,5.490438349,65,14.01262155
East Elmhurst,2017,5.652662099,41,14.37727138
East Elmhurst,2018,5.668197639,51,14.08874374
East Elmhurst,2019,5.28720034,37,14.0981567
East Elmhurst,2020,5.007704537,34,14.99657047
East Elmhurst,2021,4.728208734,34,15.66601697
East Elmhurst,2022,4.448712931,31,16.33546348
East Elmhurst,2023,4.169217128,27,17.00490998
East Flatbush-Farragut,2010,11.77922517,68,5.29417542
East Flatbush-Farragut,2011,10.92853168,68,5.528680876
East Flatbush-Farragut,2012,10.08388887,63,6.351291617
East Flatbush-Farragut,2013,10.09043015,54,8.983646008
East Flatbush-Farragut,2014,10.03352101,57,11.09665061
East Flatbush-Farragut,2015,9.20048897,58,11.05736175
East Flatbush-Farragut,2016,8.056746119,57,13.37540516
East Flatbush-Farragut,2017,7.85134992,46,13.54238286
East Flatbush-Farragut,2018,7.635978268,46,13.232983
East Flatbush-Farragut,2019,7.370886711,44,14.03267524
East Flatbush-Farragut,2020,7.105705431,42,14.80433784
East Flatbush-Farragut,2021,6.840524151,40,15.5261863
East Flatbush-Farragut,2022,6.575342871,37,16.24803476
East Flatbush-Farragut,2023,6.310161591,35,16.96988322
East Flushing,2010,1.529039035,69,6.927856169
East Flushing,2011,1.541303935,65,7.124438189
East Flushing,2012,1.539178019,67,7.762241666
East Flushing,2013,1.390527426,64,8.968478932
East Flushing,2014,1.501402126,54,10.87455124
East Flushing,2015,1.362890516,56,13.12105294
East Flushing,2016,1.459701464,62,15.05138867
East Flushing,2017,1.398376962,45,15.65025433
East Flushing,2018,1.317755683,46,15.97519363
East Flushing,2019,1.313644491,42,15.46148993
East Flushing,2020,1.293129054,37,16.53291373
East Flushing,2021,1.272613618,33,17.26535495
East Flushing,2022,1.252098181,24,17.99779617
East Flushing,2023,1.231582744,24,18.73023739
East Harlem North,2010,28.23365209,74,35.43509038
East Harlem North,2011,24.15532739,63,33.86091851
East Harlem North,2012,28.66014356,59,34.70524226
East Harlem North,2013,25.35287227,57,36.35873182
East Harlem North,2014,24.81256252,53,39.32736688
East Harlem North,2015,20.19131156,60,51.02496661
East Harlem North,2016,19.09679185,57,53.43529768
East Harlem North,2017,18.30513341,57,47.64380869
East Harlem North,2018,19.49580994,44,40.0339588
East Harlem North,2019,18.60596072,35,38.44792729
East Harlem North,2020,18.10159171,47,38.23099999
East Harlem North,2021,17.59722271,29,37.34670374
East Harlem North,2022,17.0928537,17,36.4624075
East Harlem North,2023,16.5884847,38,35.57811125
East Harlem South,2010,33.43724052,62,24.72252235
East Harlem South,2011,34.17787698,65,23.09571751
East Harlem South,2012,30.04280667,65,23.32040074
East Harlem South,2013,28.19473147,54,24.73971122
East Harlem South,2014,27.11623789,55,28.57897063
East Harlem South,2015,28.38769924,55,35.79093409
East Harlem South,2016,26.52098139,53,40.2981043
East Harlem South,2017,24.38100156,40,34.89834004
East Harlem South,2018,17.61748132,39,28.25974855
East Harlem South,2019,16.87491825,35,27.79196542
East Harlem South,2020,14.91377151,30,27.54601635
East Harlem South,2021,12.95262476,25,26.90726938
East Harlem South,2022,10.99147802,21,26.2685224
East Harlem South,2023,9.030331277,16,25.62977543
East New York,2010,51.59910511,81,4.405264709
East New York,2011,52.57931595,67,5.652686367
East New York,2012,50.05078408,63,6.557558192
East New York,2013,47.05324241,58,8.385718486
East New York,2014,44.57049949,68,10.12670661
East New York,2015,38.28416565,59,12.03958353
East New York,2016,33.83789393,56,14.3600825
East New York,2017,32.55743833,52,14.54793241
East New York,2018,27.90446216,42,14.70386013
East New York,2019,26.08696538,46,14.83154895
East New York,2020,23.71008708,37,16.03084063
East New York,2021,21.33320878,33,16.96806336
East New York,2022,18.95633048,34,17.90528609
East New York,2023,16.57945218,30,18.84250883
East New York (Pennsylvania Ave),2010,37.08972787,70,9.321749647
East New York (Pennsylvania Ave),2011,36.19717019,73,8.457512926
East New York (Pennsylvania Ave),2012,33.26912962,64,9.851248969
East New York (Pennsylvania Ave),2013,26.67797211,52,12.27360128
East New York (Pennsylvania Ave),2014,27.58263117,58,13.77774188
East New York (Pennsylvania Ave),2015,21.08435985,47,15.46810256
East New York (Pennsylvania Ave),2016,18.94176351,62,17.34032537
East New York (Pennsylvania Ave),2017,15.55517919,38,16.80524153
East New York (Pennsylvania Ave),2018,11.67734473,39,15.74996096
East New York (Pennsylvania Ave),2019,9.696051721,43,15.75410373
East New York (Pennsylvania Ave),2020,7.272038791,30,16.22325784
East New York (Pennsylvania Ave),2021,4.848025861,45,16.52378546
East New York (Pennsylvania Ave),2022,2.42401293,32,16.82431308
East New York (Pennsylvania Ave),2023,0,37,17.12484069
East Tremont,2010,14.54798557,69,0.058933307
East Tremont,2011,12.97349941,64,2.23332678
East Tremont,2012,13.40833102,73,2.222276785
East Tremont,2013,13.14782453,60,2.322954513
East Tremont,2014,12.45036053,45,2.514487762
East Tremont,2015,10.65461557,41,3.834348296
East Tremont,2016,9.620439161,50,4.895147825
East Tremont,2017,9.114471135,50,6.129063943
East Tremont,2018,8.155192387,43,6.105736166
East Tremont,2019,7.806657061,44,6.999967258
East Tremont,2020,7.321369692,40,7.900136345
East Tremont,2021,6.836082323,20,8.759290456
East Tremont,2022,6.350794955,12,9.618444566
East Tremont,2023,5.865507586,23,10.47759868
East Village,2010,14.41323519,70,42.75611433
East Village,2011,15.11004507,82,40.87515961
East Village,2012,14.46098654,68,42.15450348
East Village,2013,12.45052406,48,44.08456929
East Village,2014,11.51822809,54,46.35595717
East Village,2015,12.37121103,47,59.21201257
East Village,2016,12.77971399,54,57.78410765
East Village,2017,11.48372284,50,48.45422847
East Village,2018,9.861485338,44,37.0629113
East Village,2019,9.584403566,41,35.16517695
East Village,2020,9.013844625,33,33.24636902
East Village,2021,8.443285684,20,30.79685832
East Village,2022,7.872726742,16,28.34734762
East Village,2023,7.302167801,28,25.89783692
East Williamsburg,2010,8.015372522,67,9.567689918
East Williamsburg,2011,6.796895545,78,8.716477164
East Williamsburg,2012,6.978416072,59,10.21948786
East Williamsburg,2013,7.329028693,60,12.77849735
East Williamsburg,2014,5.0405618,49,14.24340581
East Williamsburg,2015,4.985615046,47,15.86618612
East Williamsburg,2016,4.887822907,52,17.71807847
East Williamsburg,2017,6.039578825,43,17.14662906
East Williamsburg,2018,5.622081614,51,16.04119055
East Williamsburg,2019,5.654222001,33,16.01140032
East Williamsburg,2020,5.65147188,33,16.47178689
East Williamsburg,2021,5.648721759,46,16.75634946
East Williamsburg,2022,5.645971638,39,17.04091202
East Williamsburg,2023,5.643221517,27,17.32547459
Eastchester-Edenwald-Baychester,2010,8.470155031,85,4.336509179
Eastchester-Edenwald-Baychester,2011,8.263941171,71,4.31195363
Eastchester-Edenwald-Baychester,2012,6.023389156,57,3.308859636
Eastchester-Edenwald-Baychester,2013,5.148656456,47,4.01237599
Eastchester-Edenwald-Baychester,2014,6.159938381,51,5.373980945
Eastchester-Edenwald-Baychester,2015,5.399351021,48,6.912385807
Eastchester-Edenwald-Baychester,2016,4.885533458,52,9.150623706
Eastchester-Edenwald-Baychester,2017,5.173676853,39,10.6767508
Eastchester-Edenwald-Baychester,2018,4.644977878,49,12.43247225
Eastchester-Edenwald-Baychester,2019,4.423952947,41,12.74269064
Eastchester-Edenwald-Baychester,2020,4.16459328,49,13.90477722
Eastchester-Edenwald-Baychester,2021,3.905233613,37,14.94200302
Eastchester-Edenwald-Baychester,2022,3.645873947,24,15.97922883
Eastchester-Edenwald-Baychester,2023,3.38651428,44,17.01645463
Elmhurst,2010,9.736056289,65,5.441508688
Elmhurst,2011,10.47293151,67,5.170169915
Elmhurst,2012,10.75371596,62,6.158530597
Elmhurst,2013,12.34766243,53,7.388763383
Elmhurst,2014,11.54406615,55,10.04321775
Elmhurst,2015,10.81373221,55,12.45088891
Elmhurst,2016,9.039409944,54,14.13171593
Elmhurst,2017,7.416354784,43,14.09856595
Elmhurst,2018,6.768277444,43,13.95737157
Elmhurst,2019,6.181866517,39,13.08483122
Elmhurst,2020,5.518897063,36,13.97964967
Elmhurst,2021,4.855927609,32,14.48153913
Elmhurst,2022,4.192958155,28,14.9834286
Elmhurst,2023,3.5299887,24,15.48531806
Elmhurst-Maspeth,2010,4.664438186,64,6.855563344
Elmhurst-Maspeth,2011,4.524127725,66,7.044672739
Elmhurst-Maspeth,2012,3.912845087,53,7.680959641
Elmhurst-Maspeth,2013,3.974333121,38,8.890188346
Elmhurst-Maspeth,2014,3.966156521,58,10.79815945
Elmhurst-Maspeth,2015,3.642036085,57,13.03056503
Elmhurst-Maspeth,2016,3.889623542,70,14.95671159
Elmhurst-Maspeth,2017,3.794774978,44,15.57016935
Elmhurst-Maspeth,2018,3.623556968,46,15.89564165
Elmhurst-Maspeth,2019,3.631093377,45,15.41139233
Elmhurst-Maspeth,2020,3.601631271,42,16.4809241
Elmhurst-Maspeth,2021,3.572169165,47,17.21772746
Elmhurst-Maspeth,2022,3.542707059,29,17.95453083
Elmhurst-Maspeth,2023,3.513244953,26,18.6913342
Erasmus,2010,24.32883485,68,9.187371821
Erasmus,2011,22.14928027,61,8.379496204
Erasmus,2012,22.03971383,54,9.832340512
Erasmus,2013,19.97217868,47,12.3861324
Erasmus,2014,18.69859141,65,14.09038226
Erasmus,2015,17.34781704,52,15.71194326
Erasmus,2016,15.67946352,52,17.54431423
Erasmus,2017,15.22893284,38,17.02534473
Erasmus,2018,15.05689717,45,15.98676805
Erasmus,2019,14.25518765,40,16.06606328
Erasmus,2020,13.57696787,49,16.56572171
Erasmus,2021,12.89874809,38,16.90412449
Erasmus,2022,12.22052831,26,17.24252728
Erasmus,2023,11.54230853,30,17.58093006
Far Rockaway-Bayswater,2010,14.84561382,60,4.660642368
Far Rockaway-Bayswater,2011,14.32558204,45,4.74658677
Far Rockaway-Bayswater,2012,12.96990171,52,4.967586671
Far Rockaway-Bayswater,2013,13.59753755,41,5.975591784
Far Rockaway-Bayswater,2014,13.58592678,64,7.5766133
Far Rockaway-Bayswater,2015,10.82256294,37,9.420734693
Far Rockaway-Bayswater,2016,10.29664401,49,11.52146155
Far Rockaway-Bayswater,2017,10.40490219,34,12.35143895
Far Rockaway-Bayswater,2018,11.28437732,27,13.69217169
Far Rockaway-Bayswater,2019,10.9029468,34,14.33225288
Far Rockaway-Bayswater,2020,10.77573036,28,15.44787456
Far Rockaway-Bayswater,2021,10.64851393,27,16.48434445
Far Rockaway-Bayswater,2022,10.52129749,22,17.52081434
Far Rockaway-Bayswater,2023,10.39408105,29,18.55728422
Flatbush,2010,13.60833066,66,8.614085051
Flatbush,2011,12.43040962,67,7.202141239
Flatbush,2012,10.97317592,62,7.911796484
Flatbush,2013,10.0309045,53,10.47416756
Flatbush,2014,7.967621176,54,12.53683331
Flatbush,2015,7.638921844,56,13.71181612
Flatbush,2016,7.091907284,54,16.00530399
Flatbush,2017,8.19133296,43,15.31160986
Flatbush,2018,7.670319989,43,13.74373833
Flatbush,2019,7.211202309,41,13.31729038
Flatbush,2020,6.813562297,39,13.62159597
Flatbush,2021,6.415922285,36,13.69181318
Flatbush,2022,6.018282273,34,13.76203038
Flatbush,2023,5.620642261,31,13.83224758
Flatlands,2010,10.32199147,46,5.470975342
Flatlands,2011,10.32591624,56,5.241381004
Flatlands,2012,10.16876198,82,5.894558487
Flatlands,2013,8.017825502,51,7.943718682
Flatlands,2014,8.18724466,56,9.173951469
Flatlands,2015,8.760914937,47,10.96773401
Flatlands,2016,8.084219496,58,13.78057165
Flatlands,2017,7.792805462,32,13.8751105
Flatlands,2018,7.277025515,40,13.09792751
Flatlands,2019,7.167067587,29,14.05395672
Flatlands,2020,6.966283174,44,14.8053483
Flatlands,2021,6.765498761,36,15.5210599
Flatlands,2022,6.564714348,26,16.23677151
Flatlands,2023,6.363929935,14,16.95248311
Flushing,2010,13.18838047,46,5.358019831
Flushing,2011,16.46032885,63,5.359247618
Flushing,2012,15.55125442,62,6.303408305
Flushing,2013,15.14471386,57,7.728857672
Flushing,2014,13.25788157,51,10.09601218
Flushing,2015,12.83433368,49,12.30723897
Flushing,2016,10.80342969,56,14.01384932
Flushing,2017,12.73065438,49,14.32202141
Flushing,2018,12.42648485,36,14.16977704
Flushing,2019,12.13285964,37,13.87551975
Flushing,2020,11.9215219,37,14.81809713
Flushing,2021,11.71018416,29,15.46889236
Flushing,2022,11.49884642,42,16.11968759
Flushing,2023,11.28750869,10,16.77048283
Fordham South,2010,11.4232911,69,3.098909729
Fordham South,2011,12.54002688,69,2.369610053
Fordham South,2012,8.792596523,69,1.036243979
Fordham South,2013,8.266837997,58,1.411943812
Fordham South,2014,7.023984023,58,2.1891268
Fordham South,2015,8.075745268,55,3.420587359
Fordham South,2016,14.67216481,55,4.666781259
Fordham South,2017,8.13079054,42,6.160986141
Fordham South,2018,11.70628555,43,5.862636274
Fordham South,2019,11.71429354,39,6.64473038
Fordham South,2020,12.16595455,36,7.049230951
Fordham South,2021,12.61761555,33,7.508189159
Fordham South,2022,13.06927655,29,7.967147366
Fordham South,2023,13.52093755,26,8.426105574
Forest Hills,2010,7.770565109,67,5.299086524
Forest Hills,2011,6.822897134,76,5.329780965
Forest Hills,2012,7.538022596,81,6.275169424
Forest Hills,2013,7.598202375,63,7.79392987
Forest Hills,2014,6.27310253,68,9.779245654
Forest Hills,2015,6.015866684,49,11.60003928
Forest Hills,2016,6.217828712,42,13.492044
Forest Hills,2017,5.705810001,45,13.23912189
Forest Hills,2018,6.075719398,43,13.17282192
Forest Hills,2019,5.845713672,40,12.56916478
Forest Hills,2020,5.720405312,33,13.39782162
Forest Hills,2021,5.595096951,31,13.90242419
Forest Hills,2022,5.469788591,30,14.40702675
Forest Hills,2023,5.344480231,25,14.91162932
Fort Greene,2010,13.91021074,74,15.68608191
Fort Greene,2011,14.87357779,67,14.5491602
Fort Greene,2012,14.91249841,59,17.94273647
Fort Greene,2013,14.12214822,49,22.15646793
Fort Greene,2014,13.64806894,58,22.17488459
Fort Greene,2015,12.43776856,54,23.05028976
Fort Greene,2016,12.33948583,53,24.00550044
Fort Greene,2017,12.2106226,37,23.41371181
Fort Greene,2018,9.980863702,43,22.93242314
Fort Greene,2019,9.780835305,36,23.3637822
Fort Greene,2020,9.196753133,35,23.72539717
Fort Greene,2021,8.61267096,29,24.05020284
Fort Greene,2022,8.028588788,27,24.37500852
Fort Greene,2023,7.444506615,30,24.6998142
Fresh Meadows-Utopia,2010,2.348334385,65,4.704842349
Fresh Meadows-Utopia,2011,2.058882734,60,5.157892147
Fresh Meadows-Utopia,2012,2.255121141,50,5.994008442
Fresh Meadows-Utopia,2013,2.249397521,61,7.601168834
Fresh Meadows-Utopia,2014,2.092243263,37,10.15248993
Fresh Meadows-Utopia,2015,1.876217483,60,12.23725567
Fresh Meadows-Utopia,2016,1.671966008,38,13.95368824
Fresh Meadows-Utopia,2017,1.861009007,47,14.49022689
Fresh Meadows-Utopia,2018,1.614075678,39,14.66948236
Fresh Meadows-Utopia,2019,1.583577565,31,14.74806011
Fresh Meadows-Utopia,2020,1.519801288,41,15.85908389
Fresh Meadows-Utopia,2021,1.45602501,24,16.72500915
Fresh Meadows-Utopia,2022,1.392248733,50,17.59093441
Fresh Meadows-Utopia,2023,1.328472456,22,18.45685967
Ft. Totten-Bay Terrace-Clearview,2010,1.319554535,64,5.092819949
Ft. Totten-Bay Terrace-Clearview,2011,1.535253251,71,5.192269905
Ft. Totten-Bay Terrace-Clearview,2012,1.441058815,63,6.067675076
Ft. Totten-Bay Terrace-Clearview,2013,1.290445838,69,7.758324325
Ft. Totten-Bay Terrace-Clearview,2014,1.209170431,49,10.09601218
Ft. Totten-Bay Terrace-Clearview,2015,1.173520453,55,12.01502799
Ft. Totten-Bay Terrace-Clearview,2016,1.198867914,60,13.87633827
Ft. Totten-Bay Terrace-Clearview,2017,1.196741998,33,14.09488262
Ft. Totten-Bay Terrace-Clearview,2018,1.159456701,47,14.23362145
Ft. Totten-Bay Terrace-Clearview,2019,1.144483298,42,15.27027469
Ft. Totten-Bay Terrace-Clearview,2020,1.126245907,38,16.20866042
Ft. Totten-Bay Terrace-Clearview,2021,1.108008517,28,17.12217743
Ft. Totten-Bay Terrace-Clearview,2022,1.089771126,30,18.03569445
Ft. Totten-Bay Terrace-Clearview,2023,1.071533736,16,18.94921147
Georgetown-Marine Park-Bergen Beach-Mill Basin,2010,3.586925799,68,6.443374909
Georgetown-Marine Park-Bergen Beach-Mill Basin,2011,4.016851442,76,5.635497496
Georgetown-Marine Park-Bergen Beach-Mill Basin,2012,4.6052396,59,6.375847167
Georgetown-Marine Park-Bergen Beach-Mill Basin,2013,3.546533393,58,8.262940768
Georgetown-Marine Park-Bergen Beach-Mill Basin,2014,4.305976029,60,9.144484815
Georgetown-Marine Park-Bergen Beach-Mill Basin,2015,3.430916265,41,11.32378941
Georgetown-Marine Park-Bergen Beach-Mill Basin,2016,3.666238821,52,14.11084373
Georgetown-Marine Park-Bergen Beach-Mill Basin,2017,3.192650132,37,13.7449661
Georgetown-Marine Park-Bergen Beach-Mill Basin,2018,2.535905596,50,12.59576661
Georgetown-Marine Park-Bergen Beach-Mill Basin,2019,2.474287968,40,13.3500311
Georgetown-Marine Park-Bergen Beach-Mill Basin,2020,2.281391465,41,13.87036514
Georgetown-Marine Park-Bergen Beach-Mill Basin,2021,2.088494962,23,14.35206054
Georgetown-Marine Park-Bergen Beach-Mill Basin,2022,1.895598459,27,14.83375593
Georgetown-Marine Park-Bergen Beach-Mill Basin,2023,1.702701956,35,15.31545132
Glen Oaks-Floral Park-New Hyde Park,2010,1.577444508,73,7.489441111
Glen Oaks-Floral Park-New Hyde Park,2011,1.679815544,86,7.629407716
Glen Oaks-Floral Park-New Hyde Park,2012,1.482595945,57,8.039485306
Glen Oaks-Floral Park-New Hyde Park,2013,1.542612191,70,9.305323638
Glen Oaks-Floral Park-New Hyde Park,2014,1.681450864,50,10.93090069
Glen Oaks-Floral Park-New Hyde Park,2015,1.456594356,51,12.54051664
Glen Oaks-Floral Park-New Hyde Park,2016,1.5579842,57,14.8720656
Glen Oaks-Floral Park-New Hyde Park,2017,1.648744463,41,15.0230822
Glen Oaks-Floral Park-New Hyde Park,2018,1.316447427,36,14.83523229
Glen Oaks-Floral Park-New Hyde Park,2019,1.352024344,33,13.44334217
Glen Oaks-Floral Park-New Hyde Park,2020,1.32051099,31,14.32919294
Glen Oaks-Floral Park-New Hyde Park,2021,1.288997636,27,14.72702042
Glen Oaks-Floral Park-New Hyde Park,2022,1.257484282,37,15.1248479
Glen Oaks-Floral Park-New Hyde Park,2023,1.225970929,33,15.52267539
Glendale,2010,5.080136546,60,4.675375695
Glendale,2011,4.058552104,73,5.055986632
Glendale,2012,4.408510597,72,5.646547491
Glendale,2013,4.528870153,70,6.81784697
Glendale,2014,3.372208275,72,8.83385718
Glendale,2015,3.180548764,71,11.46252824
Glendale,2016,3.09632978,44,13.232983
Glendale,2017,3.56174187,37,13.99174933
Glendale,2018,2.59003469,36,13.95000491
Glendale,2019,2.550314157,49,14.20456406
Glendale,2020,2.35623402,37,15.27453163
Glendale,2021,2.162153883,40,16.13578149
